,track_id,track_name,release_date,artist_id,artist_name,popularity,followers,record_label,danceability,energy,valence,tempo,tempo_adjusted,year
3102,1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.599,0.651,0.153,100.001,0.0,2023
3103,5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.8,0.509,0.0768,109.994,0.0,2023
3104,71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.621,0.415,0.313,77.978,0.0,2023
3105,4NioO5R9sHEZh4cGzMHyNt,Say Don't Go (Taylor's Version) (From The Vault),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.632,0.539,0.186,109.962,0.0,2023
3106,64FzgoLZ3oXu2SriZblHic,Bad Blood (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.624,0.711,0.347,169.999,0.5,2023
3107,1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.514,0.821,0.298,94.884,0.0,2023
3108,6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.695,0.607,0.394,118.043,0.0,2023
3109,45wMBGri1PORPjM9PwFfrS,Blank Space (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.732,0.719,0.71,96.035,1.0,2023
3110,1hR8BSuEqPCCZfv93zzzz9,Welcome To New York (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.76,0.602,0.685,116.989,1.0,2023
3111,045ZeOHPIzhxxsm8bq5kyE,Out Of The Woods (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.544,0.884,0.184,91.981,0.0,2023
3112,1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.587,0.663,0.539,139.993,1.0,2023
3113,6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.589,0.713,0.54,97.069,1.0,2023
3114,3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.632,0.805,0.903,160.052,1.0,2023
3115,2vPMoMDXxu9uX1igWZmXSG,New Romantics (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.653,0.848,0.724,122.017,1.0,2023
3116,2ByBBvpR9b7IynvRmnG7kG,Clean (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.782,0.379,0.267,103.99,0.0,2023
3117,43y1WpBdnEy5TR9aZoSQL9,I Wish You Would (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.671,0.853,0.523,118.032,1.0,2023
3118,2f0GI2ZLUtbGqFx8t2Gk6A,I Know Places (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.572,0.807,0.626,160.015,1.0,2023
3119,2ve0kuaWUCt4Zx8x4bf1MR,Wonderland (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.387,0.703,0.32,123.18,0.5,2023
3120,75W3SngKzTuoQ94uLf3y82,How You Get The Girl (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.761,0.67,0.519,120.014,1.0,2023
3121,4UwqOWDpdeIDVQDuKT6iza,You Are In Love (Taylor's Version),2023-10-26,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.554,0.509,0.401,85.079,0.0,2023
3122,7bPW9SCgNTkATn4bogwQyW,Blue Christmas,2023-10-27,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,76,5534597,Universal Music Group,0.349,0.693,0.584,108.361,1.0,2023
3123,7bPW9SCgNTkATn4bogwQyW,Blue Christmas,2023-10-27,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,80,9926614,Universal Music Group,0.349,0.693,0.584,108.361,1.0,2023
3124,6qAcApH8obo8eqatCKUHd9,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),2023-10-27,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.604,0.644,0.197,170.088,0.5,2023
3125,6qAcApH8obo8eqatCKUHd9,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),2023-10-27,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,92,33448686,Universal Music Group,0.604,0.644,0.197,170.088,0.5,2023
3126,4vziJcnB2Qyi9o4nIRUeN7,Now And Then,2023-11-02,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,86,28534121,Universal Music Group,0.447,0.605,0.307,87.191,0.0,2023
3127,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,2023-11-03,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,87,16159201,HYBE Corporation,0.711,0.809,0.816,106.017,1.0,2023
3128,48X5k2vce5rXckgDAnXMsa,Dirt Cheap,2023-11-03,6zLBxLdl60ekBLpawtT63I,Cody Johnson,77,1462566,Warner Music Group,0.62,0.507,0.266,120.065,0.5,2023
3129,23bEisUvcSmIELLy4CMhkN,Let Your Boys Be Country,2023-11-03,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,75,6582586,Sony Music Entertainment,0.375,0.75,0.565,178.636,1.0,2023
3130,6d3QUBsiAw3aZI6F2mMhzk,Wildflowers and Wild Horses (Single Version),2023-11-08,6tPHARSq45lQ8BSALCfkFC,Lainey Wilson,76,901721,Sony Music Entertainment,0.442,0.644,0.34,117.379,0.0,2023
3131,4OMJGnvZfDvsePyCwRGO7X,Houdini,2023-11-09,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88,44822142,Universal Music Group,0.744,0.789,0.866,116.985,1.0,2023
3132,5sZSiLaxwbQZsQSDzhwgo4,LOVE AGAIN,2023-11-10,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,85,5740337,Sony Music Entertainment,0.584,0.455,0.367,107.055,0.0,2023
3133,2m6HgwjakjAXimujX8m4sk,BLEED,2023-11-10,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,85,5740337,Sony Music Entertainment,0.566,0.417,0.669,174.798,1.0,2023
3134,1OG1NoKpZZLrMqMYCk9m84,LALALALA,2023-11-10,2dIgFjalVxs4ThymZ67YCE,Stray Kids,85,17037770,Independent,0.705,0.849,0.609,125.976,1.0,2023
3135,3Gn1zuHNLtGuGEOXwq0k7e,Think I'm In Love With You,2023-11-10,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,83,7612876,Universal Music Group,0.671,0.418,0.607,91.866,1.0,2023
3136,1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,2023-11-10,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,85,5740337,Sony Music Entertainment,0.482,0.757,0.12,142.579,0.5,2023
3137,17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-17,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,89,40418543,Independent,0.409,0.347,0.199,141.332,0.5,2023
3138,3CWq0pAKKTWb0K4yiglDc4,You’re Losing Me (From The Vault),2023-11-29,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100,123544806,Universal Music Group,0.744,0.396,0.18,102.969,0.0,2023
3139,0R6NfOiLzLj4O5VbYSJAjf,La Diabla,2023-11-30,3Me35AWHCGqW4sZ7bWWJt1,Xavi,79,6682664,Independent,0.751,0.819,0.697,131.842,1.0,2023
3140,6wCv0m87EJ6kYGUi5c0kbG,greedy,2023-12-07,45dkTj5sMRSjrmBSBeiHym,Tate McRae,85,6036785,Sony Music Entertainment,0.752,0.701,0.836,111.02,1.0,2023
3141,1WTdZjiHI4vYnENXLn69x0,Are You Gone Already,2023-12-08,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87,32494337,Universal Music Group,0.553,0.202,0.145,157.579,0.5,2023
3142,40mlSLIXhewsXtjD4yteqL,My Head & My Heart,2023-12-23,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,80,7128382,Warner Music Group,0.614,0.934,0.436,116.001,0.0,2023
3143,5ycn8M0WNGedabDuaH9mQT,Labios Mordidos (with KAROL G),2024-01-12,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,85,7947082,Independent,0.709,0.891,0.761,90.036,1.0,2024
3144,5ycn8M0WNGedabDuaH9mQT,Labios Mordidos (with KAROL G),2024-01-12,790FomKkXshlbRYZFtlgla,KAROL G,92,51076873,Sony Music Entertainment,0.709,0.891,0.761,90.036,1.0,2024
3145,6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),2024-01-12,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,93,16616208,Independent,0.695,0.592,0.482,108.001,0.0,2024
3146,6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),2024-01-12,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,85,7947082,Independent,0.695,0.592,0.482,108.001,0.0,2024
3147,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,22wbnEMDvgVIAGdFeek6ET,Benson Boone,86,3720256,Warner Music Group,0.472,0.471,0.219,105.029,0.0,2024
3148,7aZDcmt34eouhqw29aMR91,Skin and Bones,2024-01-19,33NVpKoXjItPwUJTMZIOiY,David Kushner,77,2400909,Universal Music Group,0.484,0.457,0.17,116.9,0.0,2024
3149,0QosomGFiJYOxj2ViZfqng,Selfish,2024-01-25,31TPClRtHm23RisEBtV3X7,Justin Timberlake,83,14594071,Universal Music Group,0.69,0.543,0.376,88.004,0.0,2024
3150,47Xj8eIAp7hYOOqArmkqZE,Spin You Around (1/24),2024-01-26,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91,10845945,Independent,0.622,0.444,0.603,141.952,1.0,2024
3151,05tGmdz9dVZ4yGqz4YJdPK,La Intención,2024-01-27,0XwVARXT135rw8lyw1EeWP,Christian Nodal,82,15098986,Universal Music Group,0.794,0.738,0.838,131.857,1.0,2024
3152,05tGmdz9dVZ4yGqz4YJdPK,La Intención,2024-01-27,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,93,16616208,Independent,0.794,0.738,0.838,131.857,1.0,2024
3153,1KTemUlHzS0SvVtTjY1NTw,Turn the Lights Back On,2024-02-01,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,79,6325529,Sony Music Entertainment,0.502,0.469,0.458,83.123,0.0,2024
3154,745JbQYxoYIegHzHTUxETp,"Everywhere, Everything (with Gracie Abrams)",2024-02-09,2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,87,3454640,Universal Music Group,0.299,0.357,0.278,179.664,0.5,2024
3155,745JbQYxoYIegHzHTUxETp,"Everywhere, Everything (with Gracie Abrams)",2024-02-09,4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,86,2669298,Universal Music Group,0.299,0.357,0.278,179.664,0.5,2024
3156,0FlwhvrncUKrEAhzunmCKm,Forever,2024-02-09,2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,87,3454640,Universal Music Group,0.394,0.256,0.215,94.367,0.0,2024
3157,3FqUPvubYeRCMsdJ02QyZR,TÚ NAME,2024-02-09,0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,89,11778111,Universal Music Group,0.76,0.747,0.884,128.912,1.0,2024
3158,6Qb7YsAqH4wWFUMbGsCpap,Training Season,2024-02-15,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88,44822142,Universal Music Group,0.812,0.587,0.664,123.041,1.0,2024
3159,4UkUxO2WlKLc0Q1iEutGGh,CONTIGO (with Tiësto),2024-02-15,790FomKkXshlbRYZFtlgla,KAROL G,92,51076873,Sony Music Entertainment,0.85,0.562,0.293,122.029,0.5,2024
3160,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,11p2E654TTU8e0nZWBR4AL,Mark Ambor,76,508574,Sony Music Entertainment,0.646,0.668,0.64,90.969,1.0,2024
3161,3at4D3FZnJnYR0Mfcn6JSN,Take You Dancing,2024-02-16,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,79,12216898,Independent,0.78,0.687,0.741,112.975,1.0,2024
3162,2O4Bb2WCkjlTPO827OnBMI,EASY,2024-02-19,4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,82,5889859,Sony Music Entertainment,0.744,0.7,0.602,165.004,1.0,2024
3163,1bjeWoagtHmUKputLVyDxQ,Saturn,2024-02-22,7tYKF4w9nC0nq9CsPZTHyP,SZA,90,23627089,Sony Music Entertainment,0.411,0.619,0.337,177.937,0.5,2024
3164,2fB5YRuD88drKpCXQOAk03,Love On,2024-02-22,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198,Universal Music Group,0.751,0.519,0.534,116.023,1.0,2024
3165,1kMWJ16W3Yk3hyNmaM7jfQ,Holy Smokes,2024-02-23,3win9vGIxFfBRag9S63wwf,Bailey Zimmerman,76,1366041,Warner Music Group,0.462,0.569,0.432,95.117,0.0,2024
3166,0wEGo9LsSrSUz9HOtraWAO,Overcompensate,2024-02-29,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,84,24738164,Independent,0.363,0.891,0.331,95.089,0.0,2024
3167,4f9wNNZET9wH7eMBgONd3d,Doctor (Work It Out) [feat. Miley Cyrus],2024-03-01,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81,4827986,Sony Music Entertainment,0.841,0.624,0.93,120.03,1.0,2024
3168,4f9wNNZET9wH7eMBgONd3d,Doctor (Work It Out) [feat. Miley Cyrus],2024-03-01,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,84,24857826,Sony Music Entertainment,0.841,0.624,0.93,120.03,1.0,2024
3169,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),2024-03-08,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92,100365325,Universal Music Group,0.645,0.646,0.295,115.842,0.0,2024
3170,0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,2024-03-15,3JsHnjpbhX4SnySpvpa9DK,V,83,18861538,Sony Music Entertainment,0.466,0.601,0.627,53.376,1.0,2024
3171,333XFHKsHU0pOocFzBgrJi,Deeper Well,2024-03-15,70kkdajctXSbqSMJbQO424,Kacey Musgraves,78,1483549,Sony Music Entertainment,0.453,0.531,0.347,110.114,0.0,2024
3172,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,2024-03-19,0PCCGZ0wGLizHt2KZ7hhA2,Artemas,80,954949,Universal Music Group,0.599,0.946,0.747,151.647,1.0,2024
3173,6WO7IDGLakjO38lsvI2gHB,Slow It Down,2024-03-21,22wbnEMDvgVIAGdFeek6ET,Benson Boone,86,3720256,Warner Music Group,0.432,0.583,0.544,181.489,1.0,2024
3174,0dEAiKNbHt4mrjjoiL0loc,Corazón de Piedra,2024-03-21,3Me35AWHCGqW4sZ7bWWJt1,Xavi,79,6682664,Independent,0.834,0.763,0.633,134.844,1.0,2024
3175,4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,2FXC3k01G6Gw61bmprjgqS,Hozier,87,7928811,Sony Music Entertainment,0.741,0.62,0.934,117.038,1.0,2024
3176,2dYXrWkNO40NXy2Q3IYLRc,Puntería,2024-03-22,0EmeFodog0BfCgMzAIvKQp,Shakira,88,34893068,Independent,0.858,0.725,0.805,120.087,1.0,2024
3177,2dYXrWkNO40NXy2Q3IYLRc,Puntería,2024-03-22,4kYSro6naA4h99UJvo89HB,Cardi B,81,24527818,Warner Music Group,0.858,0.725,0.805,120.087,1.0,2024
3178,2U3jOPfO4wZZFaaWS4Dcj6,stranger,2024-03-22,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,89,40418543,Independent,0.442,0.599,0.544,186.309,1.0,2024
3179,7JqH46zlr7XV7vMBt4slE6,scared of my guitar,2024-03-22,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,89,40418543,Independent,0.494,0.254,0.357,105.004,0.0,2024
3180,7bQRGSTZYc8qedKrW9FmYI,Empire Now,2024-03-22,2FXC3k01G6Gw61bmprjgqS,Hozier,87,7928811,Sony Music Entertainment,0.448,0.451,0.368,89.938,0.0,2024
3181,0bJAmhSAeMSfsyazOEUVFf,girl i’ve always been,2024-03-22,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,89,40418543,Independent,0.53,0.571,0.826,92.927,1.0,2024
