,track_id,track_name,release_date,artist_id,artist_name,popularity,followers,record_label,danceability,energy,instrumentalness,valence,tempo,tempo_adjusted,year
0,5CMVGP24paZIukljDj0iWc,Jingle Bells (with The Ken Lane Singers),1945,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,79,7480976,Sony Music Entertainment,0.542,0.159,0.0,0.634,137.569,1.0,1945
1,7uyivkbdc8iH8wyBGBhlXV,One More Chance,1979,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,85,32871577,Universal Music Group,0.476,0.596,0.0,0.549,80.74,1.0,1979
2,0u5aO1GYsIhAWCPuXdwnak,Today - 2011 Remaster,1993,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,75,5332551,Universal Music Group,0.456,0.826,0.57,0.415,82.539,0.0,1993
3,5zmaypMaWb21FUGBxbw8hT,Black Balloon,1998,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,2932785,Universal Music Group,0.339,0.625,0.000102,0.334,104.68,0.0,1998
4,0RZuCBV900eNA2FXCQ3uUM,Broadway,1998,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,2932785,Universal Music Group,0.527,0.878,0.0,0.757,132.791,1.0,1998
5,6Qyc6fS4DsZjB2mRW9DsQs,Iris,1998,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,2932785,Universal Music Group,0.315,0.715,7.97e-06,0.497,155.925,0.5,1998
6,4Do68W4FWO2hRAJCzG1lus,I Turn to You,1999,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,79,8514927,Sony Music Entertainment,0.599,0.47,0.0,0.298,127.177,0.5,1999
7,7A0apkTSTvMbSI7yplcmlh,Come on over Baby (All I Want Is You) - Radio Version,1999,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,79,8514927,Sony Music Entertainment,0.829,0.915,1.25e-05,0.779,118.903,1.0,1999
8,3K4HG9evC7dg3N0R9cYqk4,One Step Closer,2000,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,92,27123544,Independent,0.492,0.969,1.32e-06,0.538,95.136,1.0,2000
9,57BrRMwf9LrcmuOsyGilwr,Crawling,2000,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,92,27123544,Independent,0.58,0.702,3.2e-06,0.299,105.076,0.0,2000
10,60a0Rd6pjrkxjPbaKzXjfq,In the End,2000,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,92,27123544,Independent,0.556,0.864,0.0,0.4,105.143,0.0,2000
11,61kG6g3btiapbSVEj3D0Hb,You Gets No Love (feat. P. Diddy & Loon),2001,59wfkuBoNyhDMQGCljbUbA,Diddy,75,1777008,Sony Music Entertainment,0.749,0.677,0.0,0.917,96.872,1.0,2001
12,02jcEwywffn3Tsb48fXmlW,Get the Party Started,2001,1KCSPY1glIKqW2TotWuXOR,P!nk,82,17190703,Sony Music Entertainment,0.802,0.903,0.0,0.96,128.93,1.0,2001
13,1BfRdnfPYrni7zj4ANodBX,Don't Let Me Get Me - Radio Edit,2001,1KCSPY1glIKqW2TotWuXOR,P!nk,82,17190703,Sony Music Entertainment,0.624,0.85,0.0,0.615,98.525,1.0,2001
14,6VD5vEK2wVfTG7q84pJ6EO,Family Portrait,2001,1KCSPY1glIKqW2TotWuXOR,P!nk,82,17190703,Sony Music Entertainment,0.65,0.685,3.56e-06,0.735,183.695,1.0,2001
15,6ECp64rv50XVz93WvxXMGF,This Love,2002,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.712,0.862,0.0,0.809,95.051,1.0,2002
16,5qII2n90lVdPDcgXEEVHNy,Sunday Morning,2002,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.608,0.768,0.0,0.809,88.059,1.0,2002
17,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,2003,1G9G7WwrXka3Z1r7aIDjI7,Outkast,77,2851286,Sony Music Entertainment,0.727,0.974,0.000532,0.965,79.526,1.0,2003
18,6tvOzCdhzkrJo3ASWwbSPZ,Talk About Our Love (feat. Kanye West),2004,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93,27515989,Universal Music Group,0.511,0.589,0.0,0.757,100.814,1.0,2004
19,6PwjJ58I4t7Mae9xfZ9l9v,Somebody Told Me,2004,0C0XlULifJtAgn6ZNCW2eu,The Killers,79,7501174,Universal Music Group,0.497,0.97,0.000674,0.689,138.081,1.0,2004
20,0cZDC7uxNK8lqQ3GgyvCnD,Nobody's Home,2004,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,78,11312782,Warner Music Group,0.348,0.907,0.0,0.177,185.406,0.5,2004
21,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,2004,0C0XlULifJtAgn6ZNCW2eu,The Killers,79,7501174,Universal Music Group,0.352,0.911,0.0,0.236,148.033,0.5,2004
22,5vollujufHY0jMZxx77VWr,All These Things That I've Done,2004,0C0XlULifJtAgn6ZNCW2eu,The Killers,79,7501174,Universal Music Group,0.539,0.702,2.37e-05,0.206,118.106,0.0,2004
23,1jhsf2Ivg2scXCsNahvm4x,"Sgt. Pepper's Lonely Hearts Club Band - Live at Live 8, Hyde Park, London, 2nd July 2005",2005,51Blml2LZPmy7TTiAg47vQ,U2,78,12584833,Sony Music Entertainment,0.392,0.91,4.17e-05,0.375,187.486,0.5,2005
24,7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),2005,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.846,0.482,0.0,0.212,100.969,0.0,2005
25,7DFnq8FYhHMCylykf6ZCxA,Yo (Excuse Me Miss),2005,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.536,0.612,0.0,0.57,86.768,1.0,2005
26,2bIrFpyw3AA2t7gNIkfmGb,Gimme That Remix (feat. Lil' Wayne),2005,55Aa2cqylxrFIXC767Z865,Lil Wayne,87,15375613,Sony Music Entertainment,0.513,0.606,0.0,0.455,116.186,0.0,2005
27,2bIrFpyw3AA2t7gNIkfmGb,Gimme That Remix (feat. Lil' Wayne),2005,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.513,0.606,0.0,0.455,116.186,0.0,2005
28,5F7IJrXD6Fa3EmqoYE0gU4,Say Goodbye,2005,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.8,0.502,0.0,0.388,115.091,0.0,2005
29,7vGRXiYWFk6NjUnsNjQJQd,Poppin' - Main,2005,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88,23634679,Sony Music Entertainment,0.767,0.419,0.0,0.547,122.963,1.0,2005
30,2hiB8QxWic092OablwpoVC,Better Days,2006,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,2932785,Universal Music Group,0.486,0.595,0.000264,0.331,113.276,0.0,2006
31,6shRGWCtBUOPFLFTTqXZIC,Upside Down,2006,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,77,3890186,Independent,0.787,0.655,0.000171,0.65,102.485,1.0,2006
32,3yJ2eboERY4HroE22RG7c2,Stay with You,2006,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,76,2932785,Universal Music Group,0.435,0.877,5.82e-06,0.378,139.9,0.5,2006
33,78CTv7ypHvXQlEjXYst2n9,Can't Leave 'Em Alone (feat. 50 Cent),2006,3q7HBObVc0L8jNeTe5Gofh,50 Cent,85,15692624,Universal Music Group,0.527,0.696,0.0,0.499,100.614,0.0,2006
34,5e7ati4Dx5ax2YapfnV5FS,"Who Did You Think I Was - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2008,0hEurMDQu99nJRq8pTxO14,John Mayer,79,6057599,Independent,0.249,0.951,0.337,0.448,96.474,0.0,2008
35,3FnkZFv7kbxwlgaLgbqeDc,If I Had Eyes,2008,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,77,3890186,Independent,0.794,0.569,0.00336,0.705,92.915,1.0,2008
36,4LloVtxNZpeh7q7xdi1DQc,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2008,0hEurMDQu99nJRq8pTxO14,John Mayer,79,6057599,Independent,0.315,0.296,0.0,0.435,173.509,0.5,2008
37,4lerOTNr2tFWJCAmmhymhi,No Me Doy Por Vencido,2008,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,75,10606008,Independent,0.31,0.663,0.0,0.407,172.768,0.5,2008
38,3jkdQNkDTxxXtjSO4l0o1H,How Do You Sleep? - Radio Edit Remix,2008,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,79,3107598,Independent,0.747,0.878,0.0,0.557,106.004,1.0,2008
39,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,2009,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,78,6861499,Universal Music Group,0.492,0.81,0.00379,0.245,149.954,0.5,2009
40,6KBYk8OFtod7brGuZ3Y67q,Misery,2010,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.704,0.81,0.0,0.726,102.98,1.0,2010
41,2TRuBFYZYw0Q7qIVBhqR1T,Give A Little More,2010,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.753,0.824,0.00018,0.937,117.95,1.0,2010
42,7zmJyZL3DfYBBYbY8Rve6W,Stutter,2010,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.711,0.882,0.0,0.813,119.991,1.0,2010
43,79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You),2010,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,79,3107598,Independent,0.651,0.884,5.36e-06,0.285,125.941,0.5,2010
44,79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You),2010,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,79,11147672,Universal Music Group,0.651,0.884,5.36e-06,0.285,125.941,0.5,2010
45,4ucLHLiSjvkCz5Lr5dlVUj,Never Gonna Leave This Bed,2010,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.609,0.81,0.0,0.47,117.364,0.0,2010
46,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,04gDigrS5kc9YWfZHwBETP,Maroon 5,87,42858633,Sony Music Entertainment,0.722,0.758,0.0,0.62,128.047,1.0,2010
47,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,79,8514927,Sony Music Entertainment,0.722,0.758,0.0,0.62,128.047,1.0,2010
48,0u4N6w5lBw5xMrzJitRWUo,Corazón Sin Cara,2010,3MHaV05u0io8fQbZ2XPtlC,Prince Royce,77,7996908,Sony Music Entertainment,0.704,0.83,0.0,0.957,127.103,1.0,2010
49,3eQlGeyuSibgAGPEJugaDW,"Back in Time - featured in ""Men In Black 3""",2012,0TnOYISbd1XYRBk9myaseg,Pitbull,86,10847957,Sony Music Entertainment,0.729,0.911,1.39e-06,0.74,127.087,1.0,2012
50,3Tu7uWBecS6GsLsL8UONKn,Don't Stop the Party (feat. TJR),2012,0TnOYISbd1XYRBk9myaseg,Pitbull,86,10847957,Sony Music Entertainment,0.722,0.958,0.0,0.952,127.008,1.0,2012
51,0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),2012,0TnOYISbd1XYRBk9myaseg,Pitbull,86,10847957,Sony Music Entertainment,0.673,0.758,0.0,0.542,135.956,1.0,2012
52,0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),2012,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,79,8514927,Sony Music Entertainment,0.673,0.758,0.0,0.542,135.956,1.0,2012
53,2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,2012,2qxJFvFYMEDqd7ui6kSAcq,Zedd,76,5968267,Universal Music Group,0.596,0.738,0.0,0.461,127.961,0.5,2012
54,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0TnOYISbd1XYRBk9myaseg,Pitbull,86,10847957,Sony Music Entertainment,0.581,0.963,0.0,0.788,129.992,1.0,2012
55,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,6LqNN22kT3074XbTVUrhzX,Kesha,81,8210379,Universal Music Group,0.581,0.963,0.0,0.788,129.992,1.0,2012
56,5puU24G3lHVsUXPAWW2ZpV,Make It Rain,2013,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89,116502914,Universal Music Group,0.618,0.239,0.0,0.327,96.846,0.0,2013
57,6QgkOxBXqVRjZ1JcIDbDYY,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),2014,3aQeKQSyrW4qWr35idm0cy,T-Pain,80,5045921,Universal Music Group,0.786,0.689,1.14e-06,0.874,157.936,1.0,2014
58,2n3CaPGPLYnYAvTEwKCX8t,Mmm Yeah (feat. Pitbull),2014,0TnOYISbd1XYRBk9myaseg,Pitbull,86,10847957,Sony Music Entertainment,0.712,0.922,1.9e-06,0.976,125.984,1.0,2014
59,4PYTPrQZz2kt6KU1vNH9Ri,A Great Big Sled,2016,0C0XlULifJtAgn6ZNCW2eu,The Killers,79,7501174,Universal Music Group,0.532,0.872,0.0,0.299,127.959,0.5,2016
60,7DTOferrmz2Fatq48y4goQ,Boots,2016,0C0XlULifJtAgn6ZNCW2eu,The Killers,79,7501174,Universal Music Group,0.569,0.554,8.88e-05,0.171,98.987,0.0,2016
61,4HEOgBHRCExyYVeTyrXsnL,Jingle Bells - Remastered 1999,1957-09,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,79,7480976,Sony Music Entertainment,0.511,0.34,0.0,0.952,174.661,1.0,1957
62,3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas,1957-10-15,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,80,9926614,Universal Music Group,0.465,0.27,0.00104,0.58,94.518,1.0,1957
63,0QIX9BS0AUCQcHYvyrsMkV,Blue Jay Way - Remastered 2009,1967-11-27,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,86,28534121,Universal Music Group,0.294,0.407,0.000186,0.0377,100.985,0.0,1967
64,1Ud6moTC0KyXMq1Oxfien0,Sympathy For The Devil - 50th Anniversary Edition,1968-12-06,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,80,14511797,Universal Music Group,0.703,0.668,0.0,0.561,116.039,1.0,1968
65,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,1969-11-04,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,78,10795215,Sony Music Entertainment,0.31,0.403,9.27e-05,0.466,134.48,0.5,1969
66,4cXnUi6qulwgj0fLSu0VYE,Rubberneckin',1970-10-01,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,80,9926614,Universal Music Group,0.623,0.613,0.0,0.918,144.334,1.0,1970
67,3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 Remaster,1978-11-27,0ECwFtbIWEVNwjlrfc6xoL,Eagles,77,11043312,Warner Music Group,0.612,0.289,0.00266,0.466,183.18,0.5,1978
68,11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,1982-05-03,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,78,10795215,Sony Music Entertainment,0.671,0.711,0.0,0.466,113.809,0.0,1982
69,11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,1982-05-03,1dfeR4HaWDbWqFHLkxsg1d,Queen,86,51533566,Universal Music Group,0.671,0.711,0.0,0.466,113.809,0.0,1982
70,5DrNFzZZZVfXaEZCaceKnp,Seek & Destroy (Remastered),1983-07-25,2ye2Wgw4gimLv2eAKyk1NB,Metallica,84,28649217,Independent,0.439,0.963,0.00896,0.435,140.805,0.5,1983
71,6yJxCltgtmGxIgKOS6ndnu,Greatest Love of All,1985-02-14,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.502,0.305,3.55e-06,0.248,131.242,0.5,1985
72,5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,1985-02-14,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.832,0.544,0.000139,0.928,119.49,1.0,1985
73,54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),1986-03-03,2ye2Wgw4gimLv2eAKyk1NB,Metallica,84,28649217,Independent,0.539,0.828,0.421,0.562,105.25,1.0,1986
74,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,1986-08-16,58lV9VcRSjABbAbfWS6skp,Bon Jovi,80,13972993,Universal Music Group,0.532,0.887,0.000206,0.794,122.509,1.0,1986
75,6wpGqhRvJGNNXwWlPmkMyO,I Still Haven't Found What I'm Looking For,1987-03-03,51Blml2LZPmy7TTiAg47vQ,U2,78,12584833,Sony Music Entertainment,0.564,0.774,0.00191,0.657,100.894,1.0,1987
76,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),1987-06-02,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.709,0.824,0.000307,0.867,118.818,1.0,1987
77,1lbXEepatjRVjoG8pZMtdp,Dreams,1988-11-21,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,83,12145221,Universal Music Group,0.823,0.338,0.00129,0.785,120.473,1.0,1988
78,1nFtiJxYdhtFfFtfXBv06s,Something In The Way,1991-09-26,6olE6TJLqED3rqDCT0FyPh,Nirvana,84,20467797,Independent,0.427,0.201,0.263,0.0668,105.218,0.0,1991
79,4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,1992-11-17,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.332,0.214,5.62e-06,0.11,67.531,0.0,1992
80,0tHOTQBn2M4CD2dcyHivth,Burn,1994-03-25,7bu3H8JO7d0UbMoVzbo70s,The Cure,78,5782653,Sony Music Entertainment,0.574,0.915,0.664,0.508,104.042,1.0,1994
81,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,1994-10-28,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,79,10483944,Sony Music Entertainment,0.336,0.627,0.0,0.35,150.273,0.5,1994
82,6xkryXuiZU360Lngd4sx13,Fantasy,1995-10-03,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,79,10483944,Sony Music Entertainment,0.669,0.727,0.0,0.807,102.322,1.0,1995
83,4ocbH5ZJqajZIpUrqRUoue,Meet Virginia,1998-02-24,3FUY2gzHeIiaesXtOAdB7A,Train,76,4322013,Universal Music Group,0.675,0.553,7.58e-06,0.594,90.02,1.0,1998
84,5qlJg0Wbj3sslxfwiaRNpq,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",1998-08-18,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,77,14676623,Sony Music Entertainment,0.39,0.649,0.0,0.144,121.161,0.5,1998
85,1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,1998-11-17,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.77,0.475,4.72e-06,0.473,82.511,0.0,1998
86,3wACjmQo7ZkRNMLfZXndFB,I Learned from the Best,1998-11-17,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.609,0.563,7.76e-06,0.306,148.949,0.5,1998
87,4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine,1999-01-01,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,79,11147672,Universal Music Group,0.628,0.971,0.0,0.443,101.999,0.0,1999
88,3Q5xu8VzdwYR9dXHniCU8o,Deep Inside,1999-01-01,3PhoLpVuITZKcymswpck5b,Elton John,84,13882699,Sony Music Entertainment,0.767,0.565,2.94e-06,0.672,129.251,1.0,1999
89,2N4viTG9njqCa4c46YyWs1,Be With You,1999-01-01,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,79,11147672,Universal Music Group,0.683,0.866,0.00161,0.542,121.996,1.0,1999
90,01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever,1999-01-01,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,77,10507909,Independent,0.457,0.892,4.46e-06,0.508,93.664,1.0,1999
91,01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever,1999-01-01,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,79,11147672,Universal Music Group,0.457,0.892,4.46e-06,0.508,93.664,1.0,1999
92,1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,1999-01-12,26dSoYclwsYLMAKD3tpOr4,Britney Spears,83,15345716,Sony Music Entertainment,0.748,0.939,0.0,0.96,104.001,1.0,1999
93,70XtWbcVZcpaOddJftMcVi,From the Bottom of My Broken Heart,1999-01-12,26dSoYclwsYLMAKD3tpOr4,Britney Spears,83,15345716,Sony Music Entertainment,0.677,0.665,1.01e-06,0.706,74.981,1.0,1999
94,3BsaRV5QIulYz2lV9WWa8T,Show Me the Meaning of Being Lonely,1999-05-18,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,78,5916668,Sony Music Entertainment,0.63,0.625,0.0,0.683,167.998,1.0,1999
95,6sbXGUn9V9ZaLwLdOfpKRE,Larger Than Life,1999-05-18,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,78,5916668,Sony Music Entertainment,0.661,0.973,1.74e-05,0.75,108.037,1.0,1999
96,44kgtDJyAFv4Z01z7bIxco,The One,1999-05-18,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,78,5916668,Sony Music Entertainment,0.663,0.934,0.0,0.621,110.031,1.0,1999
97,47BBI51FKFwOMlIiX6m8ya,I Want It That Way,1999-05-18,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,78,5916668,Sony Music Entertainment,0.689,0.694,0.0,0.482,99.039,0.0,1999
98,1cjBan0t4eBk2Y5j17hdyf,Bring It All to Me (feat. *NSYNC),1999-05-28,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,78,2662798,Sony Music Entertainment,0.695,0.579,0.0,0.726,88.957,1.0,1999
99,5yaCquc7koPqtgj7v0lwHX,Waiting for Tonight,1999-06-01,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,77,13275212,Independent,0.695,0.945,0.0727,0.84,125.013,1.0,1999
100,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,1999-06-01,6FBDaR13swtiWwGhX1WQsP,blink-182,80,8544827,Sony Music Entertainment,0.434,0.897,0.0,0.685,148.708,1.0,1999
101,1AlvKwk3NBZ8lAt7GC6SiT,Feelin' So Good (feat. Big Pun & Fat Joe),1999-06-01,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,77,13275212,Independent,0.738,0.84,0.00629,0.862,107.755,1.0,1999
102,751gBcu62kORDelX7FV0mM,Thank You,1999-06-01,2mpeljBig2IXLXRAFO9AAs,Dido,76,1895847,Sony Music Entertainment,0.722,0.595,0.00054,0.738,79.981,1.0,1999
103,64BbK9SFKH2jk86U3dGj2P,Otherside,1999-06-08,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,84,21435991,Sony Music Entertainment,0.458,0.795,0.000202,0.513,123.229,1.0,1999
104,48UPSzbZjgc449aqz8bxox,Californication,1999-06-08,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,84,21435991,Sony Music Entertainment,0.592,0.767,0.00165,0.328,96.483,0.0,1999
105,7ffwRz8lZyDOE4Vj58Lo72,I Need to Know,1999-09-28,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,77,10004632,Sony Music Entertainment,0.813,0.949,9.75e-06,0.792,115.061,1.0,1999
106,2dwhMQsFeHr2S787WxqAqW,You Sang To Me,1999-09-28,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,77,10004632,Sony Music Entertainment,0.578,0.894,2.66e-06,0.741,165.98,1.0,1999
107,124qDsjeZZkujOuer8gG45,My Baby You,1999-09-28,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,77,10004632,Sony Music Entertainment,0.443,0.596,0.0,0.186,115.597,0.0,1999
108,5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,1999-11-02,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,78,12063470,Universal Music Group,0.465,0.919,2.07e-05,0.537,135.997,1.0,1999
109,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),1999-11-02,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,79,10483944,Sony Music Entertainment,0.348,0.532,0.0,0.148,129.297,0.5,1999
110,0jsANwwkkHyyeNyuTFq2XO,Heartbreaker (feat. Jay-Z),1999-11-02,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,85,9478189,Independent,0.524,0.816,0.0,0.789,200.031,1.0,1999
111,0jsANwwkkHyyeNyuTFq2XO,Heartbreaker (feat. Jay-Z),1999-11-02,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,79,10483944,Sony Music Entertainment,0.524,0.816,0.0,0.789,200.031,1.0,1999
112,0n4AllHzf3ma4ki20Y9h00,No Leaf Clover - Live with the SFSO,1999-11-23,2ye2Wgw4gimLv2eAKyk1NB,Metallica,84,28649217,Independent,0.246,0.952,0.00193,0.387,151.374,0.5,1999
113,5ApdBBa3MtTzpF0MbpB2NG,The Best Day,2000-01-01,5vngPClqofybhPERIqQMYd,George Strait,75,4532724,Independent,0.647,0.49,0.0,0.298,132.336,0.5,2000
114,1vo6TY0FyLRBTXohxvflhJ,American Pie,2000-01-01,6tbjWDEIzxoDsBA1FuhfPW,Madonna,81,8125634,Warner Music Group,0.631,0.734,0.0,0.591,124.036,1.0,2000
115,1MtLyoONKfK41bQONcARsn,"Someday Out Of The Blue (Theme From El Dorado) - From ""The Road To El Dorado"" Soundtrack",2000-01-01,3PhoLpVuITZKcymswpck5b,Elton John,84,13882699,Sony Music Entertainment,0.571,0.83,0.0,0.483,159.872,0.5,2000
116,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,2000-01-01,58lV9VcRSjABbAbfWS6skp,Bon Jovi,80,13972993,Universal Music Group,0.551,0.914,1.35e-05,0.543,119.994,1.0,2000
117,1VuBmEauSZywQVtqbxNqka,Beautiful Day,2000-01-01,51Blml2LZPmy7TTiAg47vQ,U2,78,12584833,Sony Music Entertainment,0.539,0.926,0.00136,0.454,136.279,0.5,2000
118,6tJxCYU6HUN40FZ0gwPaCU,Southern Hospitality,2000-01-01,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81,4827986,Sony Music Entertainment,0.618,0.892,0.0,0.629,94.954,1.0,2000
119,6tJxCYU6HUN40FZ0gwPaCU,Southern Hospitality,2000-01-01,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,79,3107598,Independent,0.618,0.892,0.0,0.629,94.954,1.0,2000
120,577MNC3o3L0lNIzx9abqOk,Thank You For Loving Me,2000-01-01,58lV9VcRSjABbAbfWS6skp,Bon Jovi,80,13972993,Universal Music Group,0.402,0.342,0.0,0.133,133.122,0.5,2000
121,1PmJcgLwG1wRC5qMdjogRD,If You Can Do Anything Else,2000-01-01,5vngPClqofybhPERIqQMYd,George Strait,75,4532724,Independent,0.681,0.62,0.000318,0.482,116.983,0.0,2000
